name,company,street,postcode,city,country,capacity,energy_source,technology,additional_info,type,chp,commissioned,comment,source,eic_code,lat,lon,energy_source_level_1,energy_source_level_2,energy_source_level_3
CG COMUNITAT DE PROPIETARIS,COMUNITAT DE PROPIETARIS CAMI DE LA CREU N 5,,,Sant Cugat del Valles,ES,0.0055,Other or unspecified energy sources,,,,,2014.0,,SEDE,,,,Other or unspecified energy sources,,
"ENAGAS, S.A.","ENAGAS TRANSPORTE, S.A.U",,,Palos de la Frontera,ES,4.5,Other or unspecified energy sources,,,,,2013.0,,SEDE,,,,Other or unspecified energy sources,,
"SOCIEDAD INMOBILIARIA IGUALATORIO MEDICO QUIRURGICO, S.A.","SOCIEDAD INMOBILIARIA IGUALATORIO MEDICO QUIRURGICO, S.A.",,,Bilbao,ES,0.09,Other or unspecified energy sources,,,,,2014.0,,SEDE,,,,Other or unspecified energy sources,,
PLANTA DE GENERACION ELECTRICA CON BIOMASA MERIDA 20 MW,"ENCE ENERGIA EXTREMADURA, S.L.U.",,,Merida,ES,20.0,Other or unspecified energy sources,,,,,2014.0,,SEDE,,,,Other or unspecified energy sources,,
CENTRAL HIDROELECTRICA PRESA DE SIERRA BRAVA,CONFEDERACION HIDROGRAFICA DEL GUADIANA,,,Zorita,ES,3.538,Hydro,,,,,2012.0,,SEDE,,,,Renewable energy,Hydro,
BG MAKASSAR PV IV,"MAKASSAR PV IV, SLU",,,Torregrossa,ES,0.499,Biomass and biogas,,,,,2014.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
EDIFICIO DE FRONTONES Y FEDERACIONES DEPORTIVAS (FRONTON DE MIRIBILLA),"GIROA S.A. - CUSTOM SPORT, S.A. U.T.E. (AL 50% CADA UNO)",,,Bilbao,ES,0.05,Other or unspecified energy sources,,,,,2011.0,,SEDE,,,,Other or unspecified energy sources,,
COGENERACION PISCINA MUNICIPAL,AYTO. DE CAMPO CRIPTANA,,,Campo de Criptana,ES,0.02,Natural gas,,,,,2011.0,,SEDE,,,,Fossil fuels,Natural gas,
HARINERA LA PURA,"HARINERA LA PURA, S.L.",,,Medina de Rioseco,ES,0.059,Hydro,,,,,2014.0,,SEDE,,,,Renewable energy,Hydro,
EL RESCANO,"TRAMUN EXCAVACIONS I PERFORACIONS, S.L.",,,Molledo,ES,0.425,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
HIDROESCARPS,"HIDROESCARPS, SLU",,,Senia (La),ES,0.35,Hydro,,,,,2015.0,,SEDE,,,,Renewable energy,Hydro,
CG LAVADEROS EUROPA MARTORELL BETA 7,"SOLARIS BETA ENERGY INVEST 2009, SL",,,Martorell,ES,0.1,Natural gas,,,,,2014.0,,SEDE,,,,Fossil fuels,Natural gas,
CENTRAL HIDROELECTRICA DE VALDEGURRIANA,COMUNIDAD GENERAL DE REGANTES DEL CANAL IMPERIAL DE ARAGON,,,Zaragoza,ES,0.356,Hydro,,,,,2014.0,,SEDE,,,,Renewable energy,Hydro,
CABISCOL II,"CENPAR, S.A.",,,Montella i Martinet,ES,2.35,Hydro,,,,,2015.0,,SEDE,,,,Renewable energy,Hydro,
CTRU GONGORA NUEVO,"SERVICIOS DE LA COMARCA DE PAMPLONA, S.A.",,,Aranguren,ES,1.5,Biomass and biogas,,,,,2015.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
COGENERACION EMVISESA,EMVISESA,,,Sevilla,ES,0.0165,Natural gas,,,,,2014.0,,SEDE,,,,Fossil fuels,Natural gas,
PLANTA DE GENERACION DE ENERGIA ELECTRICA DE 95 KW,"ESTRELLA DE LEVANTE FABRICA DE CERVEZAS, S.A.U.",,,Murcia,ES,0.095,Biomass and biogas,,,,,2014.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
HIDROELECTRICA FASGAR,"HIDROELECTRICA DE FASGAR, S.L.",,,Murias de Paredes,ES,0.015,Hydro,,,,,2014.0,,SEDE,,,,Renewable energy,Hydro,
CH LA MOURIENTE,"HIJOS DE LUIS MARTINEZ NORENA, S.L.",,,Valdes,ES,0.1338,Hydro,,,,,2014.0,,SEDE,,,,Renewable energy,Hydro,
COGENERACION BIOGAS FUEL CELL,"BIOGAS FUEL CELL, S.A.",,,Tineo,ES,0.248,Biomass and biogas,,,,,2014.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
REGASIFICACIO ENAGAS,"ENAGAS TRANSPORTE, SAU",,,Barcelona,ES,4.3,Non-renewable waste,,,,,2015.0,,SEDE,,,,Fossil fuels,Non-renewable waste,
"CENTRAL COG. 1 MW DE ROLABO OUTSOURCING, S.L.","ROLABO OUTSOURCING, S.L.",,,Zaragoza,ES,1.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
MOLINO DE LUZ DE SEGURA DE TORO,ELENA POLO RUIZ,,,Segura de Toro,ES,0.0133,Hydro,,,,,2014.0,,SEDE,,,,Renewable energy,Hydro,
TOBERA DE ARRIBA,D. FRANCISCO JAVIER NOGALES LOPEZ,,,Frias,ES,0.05,Hydro,,,,,2014.0,,SEDE,,,,Renewable energy,Hydro,
COGENERACION KRAFT,"MONDELEZ ESPANA PRODUCTION, S.L.U.",,,Hospital de Orbigo,ES,2.0,Natural gas,,,,,2013.0,,SEDE,,,,Fossil fuels,Natural gas,
CENTRAL MICRO-HIDRAULICA C2BIS,"EMPRESA MUNICIPAL DE AGUAS Y SANEAMIENTO DE MURCIA, S.A.",,,Murcia,ES,0.1,Hydro,,,,,2013.0,,SEDE,,,,Renewable energy,Hydro,
PLANTA EXPERIMENTAL DE BIOGAS XUSTAS,"NORVENTO, S.L.",,,Cospeito,ES,0.05,Biomass and biogas,,,,,2014.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
MICROBENITO OTERO ROCES RESIDENCIAL,"EDP EMPRESA DE SERVICIOS ENERGETICOS, S.L.",,,Gijon,ES,0.0055,Natural gas,,,,,2011.0,,SEDE,,,,Fossil fuels,Natural gas,
MICRO VALPARAISO,"EDP EMPRESA DE SERVICIOS ENERGETICOS, S.L.",,,Oviedo,ES,0.0055,Natural gas,,,,,2012.0,,SEDE,,,,Fossil fuels,Natural gas,
MICRO CESAR MAESE ALONSO 110,"EDP EMPRESA DE SERVICIOS ENERGETICOS, S.L.",,,Gijon,ES,0.0055,Natural gas,,,,,2013.0,,SEDE,,,,Fossil fuels,Natural gas,
IMDEA COGENERACION,FUNDACION IMDEA ENERGIA,,,Mostoles,ES,0.099,Natural gas,,,,,2012.0,,SEDE,,,,Fossil fuels,Natural gas,
CENTRAL HIDROELECTRICA DE VADOMOJON,"ANDALUZA DE LA ENERGIA, SL",,,Baena,ES,2.725,Hydro,,,,,2015.0,,SEDE,,,,Renewable energy,Hydro,
COGENERACION AYUNTAMIENTO DE GUARDO,AYUNTAMIENTO DE GUARDO,,,Guardo,ES,0.099,Natural gas,,,,,2015.0,,SEDE,,,,Fossil fuels,Natural gas,
CENTRAL HIDROELECTRICA IRUGURUTZETA,"SERVICIOS DE TXINGUDI ZERBITZUAK, SA",,,Irun,ES,0.352,Hydro,,,,,1957.0,,SEDE,,,,Renewable energy,Hydro,
MICRO CESAR MAESE ALONSO 400,"EDP EMPRESA DE SERVICIOS ENERGETICOS, S.L.",,,Gijon,ES,0.0055,Natural gas,,,,,2012.0,,SEDE,,,,Fossil fuels,Natural gas,
COGENERAC ION EDAR CIDACOS,CONSORCIO DE AGUAS Y RESIDUOS DE LA RIOJA,,,Calahorra,ES,0.347,Other or unspecified energy sources,,,,,2014.0,,SEDE,,,,Other or unspecified energy sources,,
MOLINO DE PUENTE ALBA,"MOLINO BADIOLA, S.L.",,,Robla (La),ES,2.475,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
COGENERACIO TRIANGLE,"TRANSPORTS DE BARCELONA, SA",,,Barcelona,ES,0.249,Natural gas,,,,,2016.0,,SEDE,,,,Fossil fuels,Natural gas,
C.T.R.U. SALAMANCA,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",,,Gomecello,ES,0.925,Biomass and biogas,,,,,2007.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
BIOMASA RIBPELLET,"RIBPELLET, S.L.",,,Huerta de Rey,ES,1.255,Biomass and biogas,,,,,2016.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
CH TORRE DE CABDELLA,"FACAFAJOSURO, SL",,,Torre de Cabdella (La),ES,0.045,Hydro,,,,,2016.0,,SEDE,,,,Renewable energy,Hydro,
ABONO 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Carreno,ES,341.79,Hard coal,,,,,1974.0,,SEDE,,43.554295,-5.720997,Fossil fuels,Hard coal,
abono 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Carreno,ES,535.87,Hard coal,,,,,1985.0,,SEDE,,43.554295,-5.720997,Fossil fuels,Hard coal,
SOTO RIBERA 3,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Ribera de Arriba,ES,346.25,Hard coal,,,,,1984.0,,SEDE,,43.313101,-5.875677,Fossil fuels,Hard coal,
TRILLO,"IBERDROLA GENERACION NUCLEAR, S.A.U.",,,Trillo,ES,1003.41,Nuclear,Steam turbine,,,,1988.0,,SEDE,,40.699986,-2.62482,Nuclear,,
LA BARCA 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Tineo,ES,25.88,Hydro,,,,,1967.0,,SEDE,,43.320954,-6.303835,Renewable energy,Hydro,
LA BARCA 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Tineo,ES,26.21,Hydro,,,,,1967.0,,SEDE,,43.320954,-6.303835,Renewable energy,Hydro,
LA BARCA 3,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Tineo,ES,2.6,Hydro,,,,,1974.0,,SEDE,,43.320954,-6.303835,Renewable energy,Hydro,
FLORIDA 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Tineo,ES,1.77,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
FLORIDA 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Tineo,ES,1.77,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
FLORIDA 3,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Tineo,ES,3.94,Hydro,,,,,1957.0,,SEDE,,,,Renewable energy,Hydro,
LAVIANA 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Laviana,ES,0.433,Hydro,,,,,1905.0,,SEDE,,,,Renewable energy,Hydro,
LAVIANA 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Laviana,ES,0.33,Hydro,,,,,1905.0,,SEDE,,,,Renewable energy,Hydro,
LAVIANA 3,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Laviana,ES,0.33,Hydro,,,,,1905.0,,SEDE,,,,Renewable energy,Hydro,
LA MALVA 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Somiedo,ES,2.23,Hydro,,,,,1924.0,,SEDE,,,,Renewable energy,Hydro,
LA MALVA 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Somiedo,ES,2.28,Hydro,,,,,1917.0,,SEDE,,,,Renewable energy,Hydro,
LA MALVA 3,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Somiedo,ES,2.28,Hydro,,,,,1917.0,,SEDE,,,,Renewable energy,Hydro,
LA MALVA 4,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Somiedo,ES,2.23,Hydro,,,,,1924.0,,SEDE,,,,Renewable energy,Hydro,
MIRANDA 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Belmonte de Miranda,ES,17.9,Hydro,,,,,1962.0,,SEDE,,43.330865,-6.204164,Renewable energy,Hydro,
MIRANDA 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Belmonte de Miranda,ES,17.91,Hydro,,,,,1962.0,,SEDE,,43.330865,-6.204164,Renewable energy,Hydro,
MIRANDA 3,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Belmonte de Miranda,ES,17.84,Hydro,,,,,1962.0,,SEDE,,43.330865,-6.204164,Renewable energy,Hydro,
MIRANDA 4,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Belmonte de Miranda,ES,18.14,Hydro,,,,,1962.0,,SEDE,,43.330865,-6.204164,Renewable energy,Hydro,
PRIANES 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Oviedo,ES,4.19,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
PRIANES 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Oviedo,ES,4.19,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
PRIANES 3,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Oviedo,ES,9.85,Hydro,,,,,1967.0,,SEDE,,,,Renewable energy,Hydro,
PROAZA 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Proaza,ES,24.79,Hydro,,,,,1968.0,,SEDE,,43.248745,-6.017272,Renewable energy,Hydro,
PROAZA 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Proaza,ES,24.75,Hydro,,,,,1968.0,,SEDE,,43.248745,-6.017272,Renewable energy,Hydro,
LA RIERA 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Somiedo,ES,2.57,Hydro,,,,,1946.0,,SEDE,,,,Renewable energy,Hydro,
LA RIERA 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Somiedo,ES,2.57,Hydro,,,,,1946.0,,SEDE,,,,Renewable energy,Hydro,
LA RIERA 3,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Somiedo,ES,2.57,Hydro,,,,,1956.0,,SEDE,,,,Renewable energy,Hydro,
SALIME 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Grandas de Salime,ES,39.4,Hydro,,,,,1953.0,,SEDE,,43.237264,-6.847748,Renewable energy,Hydro,
SALIME 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Grandas de Salime,ES,39.21,Hydro,,,,,1954.0,,SEDE,,43.237264,-6.847748,Renewable energy,Hydro,
SALIME 3,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Grandas de Salime,ES,40.36,Hydro,,,,,1955.0,,SEDE,,43.237264,-6.847748,Renewable energy,Hydro,
SALIME 4,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Grandas de Salime,ES,38.27,Hydro,,,,,1956.0,,SEDE,,43.237264,-6.847748,Renewable energy,Hydro,
TANES 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Sobrescobio,ES,62.35,Hydro,,,,,1978.0,,SEDE,,43.221202,-5.427926,Renewable energy,Hydro,
TANES 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Sobrescobio,ES,61.82,Hydro,,,,,1978.0,,SEDE,,43.221202,-5.427926,Renewable energy,Hydro,
SAN ISIDRO 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Aller,ES,1.54,Hydro,,,,,1966.0,,SEDE,,,,Renewable energy,Hydro,
SAN ISIDRO 2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Aller,ES,1.54,Hydro,,,,,1966.0,,SEDE,,,,Renewable energy,Hydro,
CANO 1,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Parres,ES,0.788,Hydro,,,,,1928.0,,SEDE,,,,Renewable energy,Hydro,
CANO2,"HIDROELECTRICA DEL CANTABRICO, S.A.",,,Parres,ES,0.197,Hydro,,,,,1928.0,,SEDE,,,,Renewable energy,Hydro,
MORELLA 1,"ELECTRA ENERGIA, S.A.U.",,,Morella,ES,3.41,Oil,,,,,1995.0,,SEDE,,,,Fossil fuels,Oil,
MORELLA 2,"ELECTRA ENERGIA, S.A.U.",,,Morella,ES,4.54,Oil,,,,,2000.0,,SEDE,,,,Fossil fuels,Oil,
ABARAN 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Abaran,ES,,Hydro,,,,,1931.0,,SEDE,,,,Renewable energy,Hydro,
ABARAN 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Abaran,ES,,Hydro,,,,,1931.0,,SEDE,,,,Renewable energy,Hydro,
"ACECA 1, CH","IBERDROLA GENERACION, S.A.",,,Villaseca de la Sagra,ES,,Hydro,,,,,1913.0,,SEDE,,,,Renewable energy,Hydro,
"ACECA 2, CH","IBERDROLA GENERACION, S.A.",,,Villaseca de la Sagra,ES,,Hydro,,,,,1923.0,,SEDE,,,,Renewable energy,Hydro,
"ACECA 3, CH","IBERDROLA GENERACION, S.A.",,,Villaseca de la Sagra,ES,,Hydro,,,,,1948.0,,SEDE,,,,Renewable energy,Hydro,
ACERA DE LA VEGA 1,"IBERDROLA GENERACION, S.A.",,,Fresno del Rio,ES,,Hydro,,,,,1987.0,,SEDE,,,,Renewable energy,Hydro,
ACERA DE LA VEGA 2,"IBERDROLA GENERACION, S.A.",,,Fresno del Rio,ES,,Hydro,,,,,1987.0,,SEDE,,,,Renewable energy,Hydro,
ALBENTOSA 1,"IBERDROLA GENERACION, S.A.",,,San Agustin,ES,,Hydro,,,,,1932.0,,SEDE,,,,Renewable energy,Hydro,
ALBENTOSA 2,"IBERDROLA GENERACION, S.A.",,,San Agustin,ES,,Hydro,,,,,1932.0,,SEDE,,,,Renewable energy,Hydro,
ALCALA DEL JUCAR 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Alcala del Jucar,ES,,Hydro,,,,,1926.0,,SEDE,,,,Renewable energy,Hydro,
ALCALA DEL JUCAR 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Alcala del Jucar,ES,,Hydro,,,,,1926.0,,SEDE,,,,Renewable energy,Hydro,
ALDEADAVILA I 1,"IBERDROLA GENERACION, S.A.",,,Aldeadavila de la Ribera,ES,132.91,Hydro,,,,,1962.0,,SEDE,,41.209335,-6.686566,Renewable energy,Hydro,
ALDEADAVILA I 2,"IBERDROLA GENERACION, S.A.",,,Aldeadavila de la Ribera,ES,132.71,Hydro,,,,,1962.0,,SEDE,,41.209335,-6.686566,Renewable energy,Hydro,
ALDEADAVILA I 3,"IBERDROLA GENERACION, S.A.",,,Aldeadavila de la Ribera,ES,133.01,Hydro,,,,,1963.0,,SEDE,,41.209335,-6.686566,Renewable energy,Hydro,
ALDEADAVILA I 4,"IBERDROLA GENERACION, S.A.",,,Aldeadavila de la Ribera,ES,133.15,Hydro,,,,,1963.0,,SEDE,,41.209335,-6.686566,Renewable energy,Hydro,
CERNADO,"IBERDROLA GENERACION, S.A.",,,Manzaneda,ES,2.17,Hydro,,,,,1991.0,,SEDE,,,,Renewable energy,Hydro,
CHANDREJA 1,"IBERDROLA GENERACION, S.A.",,,Chandrexa de Queixa,ES,1.76,Hydro,,,,,1954.0,,SEDE,,,,Renewable energy,Hydro,
CHANDREJA 2,"IBERDROLA GENERACION, S.A.",,,Chandrexa de Queixa,ES,1.68,Hydro,,,,,1955.0,,SEDE,,,,Renewable energy,Hydro,
CHIRRISQUIN 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Luzaide/Valcarlos,ES,,Hydro,,,,,1901.0,,SEDE,,,,Renewable energy,Hydro,
CHORRO DEL DUQUE,"BARBO ENERGIAS RENOVABLES, S.A.",,,Bejar,ES,,Hydro,,,,,1942.0,,SEDE,,,,Renewable energy,Hydro,
CHULILLA 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Chulilla,ES,0.91,Hydro,,,,,1923.0,,SEDE,,,,Renewable energy,Hydro,
CHULILLA 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Chulilla,ES,0.98,Hydro,,,,,1923.0,,SEDE,,,,Renewable energy,Hydro,
CHULILLA 3,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Chulilla,ES,1.0,Hydro,,,,,1923.0,,SEDE,,,,Renewable energy,Hydro,
CIRAT 1,"IBERDROLA GENERACION, S.A.",,,Cirat,ES,,Hydro,,,,,1962.0,,SEDE,,,,Renewable energy,Hydro,
CIRAT 2,"IBERDROLA GENERACION, S.A.",,,Cirat,ES,,Hydro,,,,,1962.0,,SEDE,,,,Renewable energy,Hydro,
COFRENTES 1,"IBERDROLA GENERACION, S.A.",,,Cofrentes,ES,40.28,Hydro,,,,,1951.0,,SEDE,,39.246678,-1.094992,Renewable energy,Hydro,
COFRENTES 2,"IBERDROLA GENERACION, S.A.",,,Cofrentes,ES,40.54,Hydro,,,,,1951.0,,SEDE,,39.246678,-1.094992,Renewable energy,Hydro,
COFRENTES 3,"IBERDROLA GENERACION, S.A.",,,Cofrentes,ES,39.72,Hydro,,,,,1951.0,,SEDE,,39.246678,-1.094992,Renewable energy,Hydro,
COLMENAR 1,"IBERDROLA GENERACION, S.A.",,,Onda,ES,2.73,Hydro,,,,,1962.0,,SEDE,,,,Renewable energy,Hydro,
COLMENAR 2,"IBERDROLA GENERACION, S.A.",,,Onda,ES,2.96,Hydro,,,,,1962.0,,SEDE,,,,Renewable energy,Hydro,
COMPUERTO 1,"IBERDROLA GENERACION, S.A.",,,Velilla del Rio Carrion,ES,,Hydro,,,,,1967.0,,SEDE,,,,Renewable energy,Hydro,
COMPUERTO 2,"IBERDROLA GENERACION, S.A.",,,Velilla del Rio Carrion,ES,,Hydro,,,,,1967.0,,SEDE,,,,Renewable energy,Hydro,
CONSO 1,"IBERDROLA GENERACION, S.A.",,,Vilarino de Conso,ES,89.37,Hydro,,,,,1975.0,,SEDE,,42.166873,-7.175245,Renewable energy,Hydro,
CONSO 2,"IBERDROLA GENERACION, S.A.",,,Vilarino de Conso,ES,90.59,Hydro,,,,,1975.0,,SEDE,,42.166873,-7.175245,Renewable energy,Hydro,
CONSO 3,"IBERDROLA GENERACION, S.A.",,,Vilarino de Conso,ES,88.06,Hydro,,,,,1976.0,,SEDE,,42.166873,-7.175245,Renewable energy,Hydro,
CONTRERAS II 1,"IBERDROLA GENERACION, S.A.",,,Villargordo del Cabriel,ES,13.99,Hydro,,,,,2009.0,,SEDE,,39.542857,-1.50396,Renewable energy,Hydro,
CONTRERAS II 2,"IBERDROLA GENERACION, S.A.",,,Villargordo del Cabriel,ES,,Hydro,,,,,1974.0,,SEDE,,39.542857,-1.50396,Renewable energy,Hydro,
CONTRERAS MIRASOL 1,"IBERDROLA GENERACION, S.A.",,,Minglanilla,ES,0.48,Hydro,,,,,1932.0,,SEDE,,,,Renewable energy,Hydro,
CONTRERAS MIRASOL 2,"IBERDROLA GENERACION, S.A.",,,Minglanilla,ES,0.51,Hydro,,,,,1932.0,,SEDE,,,,Renewable energy,Hydro,
CORTES II 1,"IBERDROLA GENERACION, S.A.",,,Cortes de Pallas,ES,129.64,Hydro,,,,,1988.0,,SEDE,,39.243581,-0.931709,Renewable energy,Hydro,
CORTES II 2,"IBERDROLA GENERACION, S.A.",,,Cortes de Pallas,ES,,Hydro,,,,,1988.0,,SEDE,,39.243581,-0.931709,Renewable energy,Hydro,
CUERDA DEL POZO 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Vinuesa,ES,,Hydro,,,,,1958.0,,SEDE,,,,Renewable energy,Hydro,
CUERDA DEL POZO 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Vinuesa,ES,,Hydro,,,,,1958.0,,SEDE,,,,Renewable energy,Hydro,
EGUILLOR 1,"IBERDROLA RENOVABLES, S.A.",,,Ollo,ES,,Hydro,,,,,1992.0,,SEDE,,,,Renewable energy,Hydro,
EGUILLOR 2,"IBERDROLA RENOVABLES, S.A.",,,Ollo,ES,0.78,Hydro,,,,,1932.0,,SEDE,,,,Renewable energy,Hydro,
EL AGUILA 1,"IBERDROLA GENERACION, S.A.",,,Ezcaray,ES,,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
EL AGUILA 2,"IBERDROLA GENERACION, S.A.",,,Ezcaray,ES,,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
EL BOSQUE 1,"IBERDROLA RENOVABLES, S.A.",,,Casas de Ves,ES,3.88,Hydro,,,,,1961.0,,SEDE,,,,Renewable energy,Hydro,
EL BOSQUE 2,"IBERDROLA RENOVABLES, S.A.",,,Casas de Ves,ES,,Hydro,,,,,1961.0,,SEDE,,,,Renewable energy,Hydro,
EL CABILDO 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Valladolid,ES,,Hydro,,,,,1987.0,,SEDE,,,,Renewable energy,Hydro,
EL CABILDO 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Valladolid,ES,,Hydro,,,,,1987.0,,SEDE,,,,Renewable energy,Hydro,
EL CASTELLAR 1,"IBERDROLA GENERACION, S.A.",,,Fresneda de Altarejos,ES,,Hydro,,,,,1922.0,,SEDE,,,,Renewable energy,Hydro,
EL CASTELLAR 2,"IBERDROLA GENERACION, S.A.",,,Fresneda de Altarejos,ES,,Hydro,,,,,1922.0,,SEDE,,,,Renewable energy,Hydro,
EL CASTILLEJO 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Viandar de la Vera,ES,,Hydro,,,,,1958.0,,SEDE,,,,Renewable energy,Hydro,
EL CASTILLEJO 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Viandar de la Vera,ES,,Hydro,,,,,1958.0,,SEDE,,,,Renewable energy,Hydro,
"EL CORTIJO, GRUPO 1","IBERDROLA RENOVABLES, S.A.",,,Logrono,ES,2.02,Hydro,,,,,1918.0,,SEDE,,,,Renewable energy,Hydro,
"EL CORTIJO, GRUPO 2","IBERDROLA RENOVABLES, S.A.",,,Logrono,ES,1.81,Hydro,,,,,1918.0,,SEDE,,,,Renewable energy,Hydro,
"EL CORTIJO, GRUPO 3","IBERDROLA RENOVABLES, S.A.",,,Logrono,ES,3.89,Hydro,,,,,1988.0,,SEDE,,,,Renewable energy,Hydro,
EL MENJU,"IBERDROLA GENERACION, S.A.",,,Cieza,ES,,Hydro,,,,,1921.0,,SEDE,,,,Renewable energy,Hydro,
EL PICAZO 1,"IBERDROLA GENERACION, S.A.",,,Picazo (El),ES,8.38,Hydro,,,,,1954.0,,SEDE,,,,Renewable energy,Hydro,
EL PICAZO 2,"IBERDROLA GENERACION, S.A.",,,Picazo (El),ES,8.99,Hydro,,,,,1954.0,,SEDE,,,,Renewable energy,Hydro,
EL SOLVENTE 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Ojos,ES,,Hydro,,,,,1930.0,,SEDE,,,,Renewable energy,Hydro,
EL TORCIDO,"BARBO ENERGIAS RENOVABLES, S.A.",,,Motilleja,ES,,Hydro,,,,,1984.0,,SEDE,,,,Renewable energy,Hydro,
ENDARLAZA,"BARBO ENERGIAS RENOVABLES, S.A.",,,Bera/Vera de Bidasoa,ES,,Hydro,,,,,1920.0,,SEDE,,,,Renewable energy,Hydro,
FUENROSARIO,"IBERDROLA GENERACION, S.A.",,,Penafiel,ES,,Hydro,,,,,1932.0,,SEDE,,,,Renewable energy,Hydro,
GABRIEL Y GALAN,"IBERDROLA GENERACION, S.A.",,,Guijo de Granadilla,ES,110.4,Hydro,,,,,1982.0,,SEDE,,40.221274,-6.133104,Renewable energy,Hydro,
GESTALGAR 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Gestalgar,ES,,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
GESTALGAR 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Gestalgar,ES,0.82,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
GRANADA 1,"IBERDROLA RENOVABLES, S.A.",,,Luzaide/Valcarlos,ES,,Hydro,,,,,1905.0,,SEDE,,,,Renewable energy,Hydro,
