None,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Classification,Classification,Classification,Classification,Classification,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,File,File,File,File,File
2096,Nant,,,,Nant,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,15.0,,,,15.0,55.9846000833,,,,56.7861112,-4.8210043213,,,,-4.1140517,,,,,UK Power Plant.csv
2097,Thatcham,,,,Thatcham,Oil,,,,Oil,,,,,,United Kingdom,,,,United Kingdom,9.6,,,,9.0,51.403663386,,,,51.4510191,-1.26048803329,,,,-0.9934913405,,,,,UK Power Plant.csv
2098,Burghfield,,,,Burghfield,Natural Gas,,,,Natural Gas,,,,,,United Kingdom,,,,United Kingdom,45.0,,,,45.0,51.4562532149,,,,51.4510191,-0.971131324768,,,,-0.9934913405,,,,,UK Power Plant.csv
2099,Pitlochry,,,,Pitlochry,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,15.0,,,,15.0,56.7051416932,,,,56.7861112,-3.73432159424,,,,-4.1140517,,,,,UK Power Plant.csv
2100,Kilmorack,,,,Kilmorack,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,20.0,,,,20.0,57.4645733583,,,,56.7861112,-4.51340675354,,,,-4.1140517,,,,,UK Power Plant.csv
2101,Tappaghan mountain,,,,Tappaghan,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,28.5,,,,29.0,54.5833333,,,,54.65688285,-6.2166667,,,,-6.5634352097,,,,,UK Power Plant.csv
2102,Striven,,,,Striven,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,8.0,,,,8.0,57.5866276999,,,,56.7861112,-2.09063549778,,,,-4.1140517,,,,,UK Power Plant.csv
2103,Artfield fell,,,,Artfield fell,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,19.5,,,,20.0,54.87879151,,,,56.7861112,-4.81037468758,,,,-4.1140517,,,,,UK Power Plant.csv
2104,Hadyard,,,,Hadyard,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,119.6,,,,120.0,56.6333333,,,,56.7861112,-5.8833333,,,,-4.1140517,,,,,UK Power Plant.csv
2105,Clachan,,,,Clachan,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,40.0,,,,40.0,56.3,,,,56.7861112,-5.5833333,,,,-4.1140517,,,,,UK Power Plant.csv
2106,Slind,,,,Slind,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,20.0,,,,25.0,63.2166667,,,,,11.0333333,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2107,Glorenza,,,,Seled glorenza,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,96.0,,,,101.6,46.687914,,,,46.6879187,10.546554,,,,10.5465492,,,,,Italy Power Plant.csv
2108,Ojos albos,,,,Ojos albos,Wind,,,,Wind,,,,,,Spain,,,,Spain,14.52,,,,14.52,40.705962,,,,,-4.516333,,,,,,,,,Spain Power Plants Over 10 MW.csv
2109,Avila,,,,Avila,Wind,,,,Wind,,,,,,Spain,,,,Spain,60.06,,,,36.68,40.823295,,,,,-5.816947,,,,,,,,,Spain Power Plants Over 10 MW.csv
2110,Villoruebo,,,,Villoruebo,Wind,,,,Wind,,,,,,Spain,,,,Spain,17.85,,,,16.15,42.168738,,,,,-3.441594,,,,,,,,,Spain Power Plants Over 10 MW.csv
2111,Acebo,,,,Acebo,Wind,,,,Wind,,,,,,Spain,,,,Spain,17.82,,,,17.82,43.215536,,,,,-6.875698,,,,,,,,,Spain Power Plants Over 10 MW.csv
2112,Lagos,,,,Lagos,Wind,,,,Wind,,,,,,Spain,,,,Spain,38.94,,,,38.94,43.273073,,,,,-6.621524,,,,,,,,,Spain Power Plants Over 10 MW.csv
2113,Villacastin,,,,Villacastin,Wind,,,,Wind,,,,,,Spain,,,,Spain,14.52,,,,14.52,40.779598,,,,,-4.413574,,,,,,,,,Spain Power Plants Over 10 MW.csv
2114,Four burrows,,,,Four burrows,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,4.5,,,,5.0,50.2652569938,,,,50.5947727,-5.05436374153,,,,-1.9521986,,,,,UK Power Plant.csv
2115,Forss,,,,Forss extension,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,7.8,,,,7.0,58.5927095271,,,,56.7861112,-3.52593809032,,,,-4.1140517,,,,,UK Power Plant.csv
2116,Roskrepp,,,,Roskrepp,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,50.0,,,,56.0,58.3166667,,,,,6.95,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2117,Solhom,,,,Solhom,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,200.0,,,,250.0,58.3166667,,,,,6.95,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2118,Kvinen,,,,Kvinen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,80.0,,,,90.0,58.66263,,,,,6.71694,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2119,Fjone,,,,Fjone,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,50.0,,,,60.0,59.1666667,,,,,8.4666667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2120,Hogstad,,,,Hogstad,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,9.255,,,,11.0,59.28843,,,,,9.71,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2121,Vrenjga,,,,Vrenga,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,10.3,,,,16.0,59.85,,,,,9.45,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2122,Arlifoss,,,,Arlifoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,23.4,,,,27.0,59.55936,,,,,9.25853,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2123,Kiste,,,,Kiste,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,6.0,,,,7.0,59.28843,,,,,9.71,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2124,Skollenborg,,,,Skollenborg,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,87.0,,,,102.0,59.66858,,,,,9.65017,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2125,Mydalen,,,,Mydalen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,6.8,,,,8.0,59.600748034,,,,,8.65010261536,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2126,Haukrei,,,,Haukrei,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,16.0,,,,19.0,59.1865,,,,,8.0895,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2127,Gronvollfoss,,,,Gronvollfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,25.0,,,,40.0,59.55936,,,,,9.25853,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2128,Steinsvik,,,,Steinsvik,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,9.3,,,,10.0,62.14762,,,,,6.07408,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2129,Cernavoda,,,,Cernavoda,Nuclear,,,,Nuclear,,,,,,Romania,,,,Romania,1440.0,,,,1411.0,44.3222222222,,,,,28.0572222222,,,,,,,,,EU Nuclear Power.csv
2130,Motril,,,,Motril,Natural Gas,,,,Natural Gas,,,,,,Spain,,,,Spain,49.185,,,,48.8,36.733447,,,,,-3.541294,,,,,,,,,Spain Power Plants Over 10 MW.csv
2131,Skogheim,,,,Skogheim,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,7.3,,,,9.0,61.8166667,,,,,6.15,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2132,Sagefossen,,,,Sagefossen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,9.0,,,,12.0,61.8166667,,,,,6.15,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2133,Bjordalen,,,,Bjorndalen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,4.3,,,,5.0,62.2029,,,,,6.12722,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2134,Sunndal,,,,Sundal,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,4.2,,,,5.0,62.97397,,,,,8.72472,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2135,Newport solutia,,,,Solutia,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,5.0,,,,5.0,51.5877363768,,,,52.2928116,-2.99835026264,,,,-3.7389299,,,,,UK Power Plant.csv
2136,Kneeshoek,,,,Kneeshoek,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,4.8,,,,4.8,52.860833,,,,18.0361518,4.836111,,,,-63.0418373,,,,,Netherlands Power Plant.csv
2137,Mva schwandorf,,,,Müllkraftwerk schwandorf,Waste,,,,Waste,,,,,,Germany,,,,Germany,54.0,,,,54.0,49.3263889,,,,49.3261854,12.1097222,,,,12.1092708,,,,,Germany Power Plants (conventional).csv
2138,Ingolstadt mva,,,,Mva ingolstadt,Waste,,,,Waste,,,,,,Germany,,,,Germany,25.1,,,,25.5,48.7666667,,,,48.7630165,11.4333333,,,,11.4250395,,,,,Germany Power Plants (conventional).csv
2139,Boblingen,,,,Restmüllheizkraftwerk böblingen,Waste,,,,Waste,,,,,,Germany,,,,Germany,12.0,,,,9.5,48.6833333,,,,48.684969,9.0166667,,,,9.0113444,,,,,Germany Power Plants (conventional).csv
2140,Sils ewz,,,,Sils ewz,Hydro,,,,Hydro,,,,,,Switzerland,,,,Switzerland,25.0,,,,26.0,,,,,,,,,,,,,,,Switzerland Power Plant.csv
2141,Hugschwendi,,,,Hugschwendi,Hydro,,,,Hydro,,,,,,Switzerland,,,,Switzerland,14.0,,,,14.0,,,,,,,,,,,,,,,Switzerland Power Plant.csv
2142,Offenbach,,,,Offenbach,Coal,,,,Coal,,,,,,Germany,,,,Germany,64.0,,,,54.0,,,,,50.088766,,,,,8.766286,,,,,Germany Power Plants (conventional).csv
2143,Engelberg,,,,Engelberg,Hydro,,,,Hydro,,,,,,Switzerland,,,,Switzerland,8.5,,,,8.5,,,,,,,,,,,,,,,Switzerland Power Plant.csv
2144,Coto codesas,,,,Codesas,Wind,,,,Wind,,,,,,Spain,,,,Spain,46.75,,,,38.25,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2145,Majal alto,,,,Majal,Wind,,,,Wind,,,,,,Spain,,,,Spain,50.0,,,,77.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2146,Ogreyfoss,,,,Ogreyfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,11.8,,,,18.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2147,Villanueva enerfin,,,,Villanueva,Wind,,,,Wind,,,,,,Spain,,,,Spain,66.7,,,,86.5,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2148,Muhlrading,,,,Mühlrading,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,24.8,,,,25.0,,,,,,,,,,,,,,,Verbund Power Plant.csv
2149,Gamoide,,,,Gamoide,Wind,,,,Wind,,,,,,Spain,,,,Spain,32.5,,,,32.5,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2150,Paul's,,,,Paul's,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,50.6,,,,64.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2151,Caluengo,,,,Caluengo,Wind,,,,Wind,,,,,,Spain,,,,Spain,49.5,,,,49.5,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2152,Turon,,,,Turon tj,Oil,,,,Oil,,,,,,Belgium,,,,Belgium,20.0,,,,18.6,,,,,,,,,,,,,,,Belgium Power Plant.csv
2153,Perul,,,,Perul,Wind,,,,Wind,,,,,,Spain,,,,Spain,49.6,,,,49.6,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2154,Tirmadrid,,,,Tirmadrid,Waste,,,,Waste,,,,,,Spain,,,,Spain,29.8,,,,29.8,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2155,Lomillas penarada,,,,Lomilla,Wind,,,,Wind,,,,,,Spain,,,,Spain,143.88,,,,103.5,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2156,Ovre moksa,,,,Moksa,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,15.0,,,,17.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2157,Dos pueblos,,,,Dos pueblos,Wind,,,,Wind,,,,,,Spain,,,,Spain,20.0,,,,14.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2158,Tallisca,,,,Tallisca,Wind,,,,Wind,,,,,,Spain,,,,Spain,40.0,,,,40.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2159,Enercrisa,,,,Enercrisa,Natural Gas,,,,Natural Gas,,,,,,Spain,,,,Spain,20.94,,,,19.686,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2160,Luzon norte,,,,Luzon norte,Wind,,,,Wind,,,,,,Spain,,,,Spain,38.0,,,,38.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2161,Portachuelo,,,,Portachuelo,Wind,,,,Wind,,,,,,Spain,,,,Spain,45.05,,,,45.05,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2162,Muela cubillo,,,,Muela cubillo,Wind,,,,Wind,,,,,,Spain,,,,Spain,50.0,,,,50.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2163,Isab energy,,,,Isab energy,Natural Gas,,,,Natural Gas,,,,,,Italy,,,,Italy,553.4,,,,521.0,,,,,37.1544411,,,,,15.1877451,,,,,Italy Power Plant.csv
2164,Innergsteig,,,,Innergsteig,Hydro,,,,Hydro,,,,,,Switzerland,,,,Switzerland,13.07,,,,19.6,,,,,,,,,,,,,,,Switzerland Power Plant.csv
2165,Piesteritz,,,,Biomasseheizkraftwerk piesteritz,Waste,,,,Waste,,,,,,Germany,,,,Germany,20.0,,,,18.1,,,,,51.8678903,,,,,12.5969035,,,,,Germany Power Plants (conventional).csv
2166,Skeen,,,,Skeen,Hydro,,,,Hydro,,,,,,Sweden,,,,Sweden,4.6,,,,4.6,,,,,,,,,,,,,,,Sweden Power Plant.csv
2167,Hogga,,,,Hogga,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,17.0,,,,20.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2168,Ovre rossaga,,,,Ovre rossaga,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,159.9,,,,188.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2169,Puerto escandon,,,,Puerto escandon,Wind,,,,Wind,,,,,,Spain,,,,Spain,26.0,,,,25.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2170,Sagfossen ns,,,,Sagfossen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,11.9,,,,14.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2171,Rekvatn,,,,Rekvatn,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,24.3,,,,27.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2172,Ormsetfoss,,,,Ormsetfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,40.0,,,,50.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2173,Mossford,,,,Mossford,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,24.0,,,,19.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2174,Errochty,,,,Errochty,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,75.0,,,,75.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2175,Txutxu,,,,Txutxu,Wind,,,,Wind,,,,,,Spain,,,,Spain,17.4,,,,17.4,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2176,Refoyas,,,,Refoyas,Wind,,,,Wind,,,,,,Spain,,,,Spain,49.5,,,,49.5,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2177,Boira,,,,Boira,Wind,,,,Wind,,,,,,Spain,,,,Spain,34.5,,,,34.5,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2178,Gavilanes,,,,Gavilanes rd,Wind,,,,Wind,,,,,,Spain,,,,Spain,22.5,,,,22.5,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2179,Strath of brydock,,,,Strath of brydock,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,6.9,,,,7.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2180,Gralla,,,,Gralla,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,14.5,,,,15.0,,,,,,,,,,,,,,,Verbund Power Plant.csv
2181,Alzwerke,,,,Alzwerke gmbh,Hydro,,,,Hydro,,,,,,Germany,,,,Germany,40.5,,,,45.0,,,,,48.1689863,,,,,12.8304816,,,,,Germany Power Plants (conventional).csv
2182,Klingerforsen,,,,Klingerforsen,Hydro,,,,Hydro,,,,,,Sweden,,,,Sweden,6.4,,,,6.0,,,,,,,,,,,,,,,Sweden Power Plant.csv
2183,Olden korsselbranna,,,,Olden,Hydro,,,,Hydro,,,,,,Sweden,,,,Sweden,130.0,,,,112.0,,,,,,,,,,,,,,,Sweden Power Plant.csv
2184,Forsa norsk,,,,Forsa,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,12.0,,,,14.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2185,Svean,,,,Svean,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,30.0,,,,42.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2186,Cabimonteros,,,,Cabimonteros,Wind,,,,Wind,,,,,,Spain,,,,Spain,49.5,,,,49.5,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2187,Villamiel,,,,Villamiel,Wind,,,,Wind,,,,,,Spain,,,,Spain,17.85,,,,17.85,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2188,Sotavento,,,,Sotavento,Wind,,,,Wind,,,,,,Spain,,,,Spain,17.56,,,,17.56,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2189,Amdal,,,,Amdal,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,21.0,,,,23.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2190,Batsvann,,,,Batsvann,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,30.0,,,,38.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2191,Majenfors nya,,,,Majenfors nya,Hydro,,,,Hydro,,,,,,Sweden,,,,Sweden,10.9,,,,5.7,,,,,,,,,,,,,,,Sweden Power Plant.csv
2192,Lokaunet,,,,Lokaunet,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,9.0,,,,12.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2193,Vessingfoss,,,,Vessingfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,40.0,,,,45.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2194,Hegsetfoss,,,,Hegsetfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,34.0,,,,40.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2195,Lissett airfield,,,,Lissett,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,30.0,,,,30.0,,,,,53.93092085,,,,,-1.1668220316,,,,,UK Power Plant.csv
2196,Guolas,,,,Guolas,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,81.0,,,,90.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2197,Bodendorf paalbach,,,,Bodensdorf paal,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,27.26,,,,27.0,,,,,,,,,,,,,,,Verbund Power Plant.csv
2198,Osen agder,,,,Osen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,4.2,,,,5.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2199,Skjerka nye,,,,Skjerka,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,104.0,,,,120.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2200,Barasona,,,,Barasona s.jose,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,20.8,,,,22.1,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2201,Bingfoss,,,,Bingsfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,32.4,,,,36.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2202,Chambon,,,,Chambon,Wind,,,,Wind,,,,,,Spain,,,,Spain,33.15,,,,33.15,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2203,Bonnington,,,,Bonnington,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,11.0,,,,11.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2204,Pata mulo,,,,Pata mulo,Natural Gas,,,,Natural Gas,,,,,,Spain,,,,Spain,18.0,,,,17.26,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2205,Grasjo,,,,Grasjo,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,15.0,,,,18.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2206,Palsbu,,,,Palsbu,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,6.2,,,,7.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2207,Audorf,,,,Audorf,Oil,,,,Oil,,,,,,Germany,,,,Germany,87.0,,,,87.0,,,,,54.2869778,,,,,9.6957443,,,,,Germany Power Plants (conventional).csv
2208,Kachlet,,,,Kachlet,Hydro,,,,Hydro,,,,,,Germany,,,,Germany,50.4,,,,53.7,,,,,48.5740136,,,,,13.4606445,,,,,Germany Power Plants (conventional).csv
2209,Eitting,,,,Eitting,Hydro,,,,Hydro,,,,,,Germany,,,,Germany,40.0,,,,26.0,,,,,48.358828,,,,,11.8908175,,,,,Germany Power Plants (conventional).csv
2210,Era pico,,,,Era pico,Wind,,,,Wind,,,,,,Spain,,,,Spain,11.9,,,,11.9,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2211,Monseivane,,,,P.e monseivane,Wind,,,,Wind,,,,,,Spain,,,,Spain,41.4,,,,41.4,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2212,Eidefossen,,,,Eidefossen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,12.5,,,,14.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2213,Ovre tessa,,,,Ovre tessa,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,16.2,,,,20.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2214,Fonsagrada punago,,,,Fonsagrada,Wind,,,,Wind,,,,,,Spain,,,,Spain,75.9,,,,45.54,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2215,Royrvikfoss,,,,Royrvikfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,16.1,,,,18.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2216,Steinitz field,,,,Steinitz,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,9.0,,,,11.4,,,,,52.8255264,,,,,11.1148286,,,,,Germany Power Plants (conventional).csv
2217,Pena luisa,,,,Luisa,Wind,,,,Wind,,,,,,Spain,,,,Spain,47.52,,,,48.18,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2218,Gruig,,,,Gruig,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,25.0,,,,25.0,,,,,54.65688285,,,,,-6.5634352097,,,,,UK Power Plant.csv
2219,Knapton,,,,Knapton,Natural Gas,,,,Natural Gas,,,,,,United Kingdom,,,,United Kingdom,42.0,,,,40.0,,,,,53.93092085,,,,,-1.1668220316,,,,,UK Power Plant.csv
2220,Tir mostyn,,,,Tir mostyn & foel goch,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,21.25,,,,21.0,,,,,52.2928116,,,,,-3.7389299,,,,,UK Power Plant.csv
2221,Quoich,,,,Quoich,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,23.1,,,,18.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2222,Grudie bridge,,,,Grudie bridge,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,24.0,,,,19.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2223,Duena,,,,Duena,Wind,,,,Wind,,,,,,Spain,,,,Spain,31.45,,,,31.45,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2224,Coruna,,,,Complejo industrial coruna,Natural Gas,,,,Natural Gas,,,,,,Spain,,,,Spain,80.7,,,,94.16,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2225,Rudersdorf,,,,Ikw rüdersdorf,Waste,,,,Waste,,,,,,Germany,,,,Germany,35.5,,,,30.0,,,,,52.471293,,,,,13.784527,,,,,Germany Power Plants (conventional).csv
2226,Goia penote,,,,Goia penote,Wind,,,,Wind,,,,,,Spain,,,,Spain,40.0,,,,40.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2227,Orrin,,,,Orrin,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,18.0,,,,18.0,,,,,56.7861112,,,,,-4.1140517,,,,,UK Power Plant.csv
2228,Tortosa made,,,,Tortosa,Wind,,,,Wind,,,,,,Spain,,,,Spain,30.36,,,,29.9,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2229,Cristo bailones,,,,Cristo bailones,Wind,,,,Wind,,,,,,Spain,,,,Spain,42.0,,,,42.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2230,Faladoira pena lobo,,,,Penaflor,Wind,,,,Wind,,,,,,Spain,,,,Spain,96.36,,,,97.98,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2231,Tranco beas,,,,Tranco beas,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,39.8,,,,32.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2232,Arroibar,,,,Ch arroibar,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,14.7,,,,14.755,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2233,Coriscada,,,,Coriscada,Wind,,,,Wind,,,,,,Spain,,,,Spain,24.0,,,,24.0,,,,,,,,,,,,,,,Spain Power Plants Over 10 MW.csv
2234,Fionnay dixence,,,,Fionnay dixence,Hydro,,,,Hydro,,,,,,Switzerland,,,,Switzerland,321.0,,,,306.0,,,,,46.2535351,,,,,7.3477598,,,,,Switzerland Power Plant.csv
2235,High volts,,,,High volts,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,7.8,,,,9.0,,,,,50.5949824,,,,,-1.9518955,,,,,UK Power Plant.csv
2236,Gausbu,,,,Gausbu,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,7.2,,,,9.0,,,,,,,,,,,,,,,Norway Power Plants (ENTSOE) .csv
2237,Dolgarrog high,,,,Dolgarrog high head,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,18.4,,,,17.0,,,,,52.2928116,,,,,-3.7389299,,,,,UK Power Plant.csv
